Text,Label
Why a coronavirus diagnosis is not a certain death sentence and more coronavirus myths debunked https://t.co/qgbbS4Nw24,Neutral
"BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a government bioweapons research facility in Wuhan, rather than the widely-held belief that it emerged from the city's Huanan seafood markets.  https://t.co/DsxwJSAox2 https://t.co/TbshN8eDni",Neutral
Two charter flights carrying hundreds of #US citizens evacuated from #DiamondPrincess cruise one plane touched down at Travis Air Force Base in #California and the other landed in #Texas At least 14 of them tested positive for #Coronavirus #COVID #COVID19 #China #wuhan #冠状病毒,Neutral
"Interesting effort by Twitter. But note the three cases below that each get classified as ""harmfully misleading."" Sanders saying 40% of guns instead of 22% is in same category as absolutely loony hysteria about a coronavirus bioweapon and GOP dissembling about the whistleblower",Neutral
China’s Coronavirus Figures Don’t Add Up. ‘This Never Happens With Real Data.’ https://t.co/dU5kE60OaZ,Neutral
"Foxconn says cautiously resuming China output, warns coronavirus will hit revenue https://t.co/e4UNvW8knG https://t.co/jPu2RFf9hz",Neutral
Ayeeee!  Get ready! #LayNewCharitySong  @layzhang @lay_studio,Neutral
Screaming can be heard throughout the city amid the coronavirus outbreak in China. #coronavirusoutbreak #covid19 #coronavirus https://t.co/wply2vlP6x,Neutral
It looks like he’s just won Big Brother 1,Neutral
Two Diamond Princess passengers die from coronavirus https://t.co/VrxVNM2zLg,Neutral
"#Coronavirus live updates: 6,700 people in California told to quarantine at home. https://t.co/5icVdAsTiX https://t.co/I48xgC90KI",Neutral
BREAKING: Two people have tested positive for coronavirus in Iran,Neutral
BREAKING #Iran #CoronaVirus in #Tehran https://t.co/bUfwlNKdFx,Neutral
"Maersk, the world's largest container shipping company, has warned of a ""very weak"" start to the year as the coronavirus keeps factories shuttered in China and dents demand for the transport of goods. https://t.co/46KtcPOu31",Neutral
#BREAKING #COVID19 World Health Organization CONFIRMS ..  CORONAVIRUS IS AIRBORNE!!! Issues WARNING THAT STRICT QUARANTINE PROTOCOLS MUST BE IMPLEMENTED IMMEDIATELY!!!!!! #coronavirus #wuhan #ccp #china #WHO #CDCgov #airborne #virus #WorldHealthOrganization https://t.co/9CVplbTbYA,Neutral
Ladies and gentlemen we didn’t get Fallout or Hokuto no Ken timeline  We got the Resident Evil Timeline  Great,Neutral
The number of Coronavirus cases in Korea has jumped to 82,Neutral
Crazy story https://t.co/sXT2GsaxlW,Neutral
What Travelers Should Know About Coronavirus https://t.co/3GbPplSqar,Neutral
Repost ↪️  #CoronaVirus arrests... What is going on?  #coronaviruschina #WuhanVirus #corona #ChinaVirus #China  https://t.co/FuGmPw8fNe,Neutral
South Korea now the 2nd country with the highest number of coronavirus.  (excluding Cruise ship),Neutral
"Missouri Health Officials, Hospitals Prepare For Coronavirus Patients https://t.co/Lv2RYZFfmK",Neutral
"""Viruses know no borders, no political affiliation... making the decision to use this crisis as an opportunity to appoint Xia Baolong, a notorious ideological hardliner to the HK and Macau Affairs Office, all the more perplexing."" @RepTedYoho @HongKongFP https://t.co/On63UDM4tW",Neutral
@dmills3710 TY @GolfingJohn_ 🤢 CORONAVIRUS A MAN MADE VIRUS! Patent Granted In 2018 To Pirbright Institute (AKA Bill &amp; Melinda Gates)  Who Exposed The Public With The Virus And Why🤔 Who Will be Held Accountable For The Deaths🤔 #coronoavirus #PatriotsAwakened 🇺🇸⤵️  https://t.co/no0HowZhmd,Non-Asian Aggression
"B.I revealed to have donated 10,000 facemasks anonymously to Chinese fans amidst Coronavirus outbreak https://t.co/t25yFUNXt7 https://t.co/zRMzlb6gF1",Neutral
"SEOUL,Yonhap news says South Korea has reported its first death from a new #coronavirus. South Korean city of Daegu urged its 2.5 million people on Thursday to refrain from going outside as cases of a new virus, linked to a church congregation, spiked. https://t.co/s2PkWvaSbz",Neutral
this is effectively a cash printing machine,Neutral
BREAKING: The 2 preliminary positive cases of coronavirus in central Iran have died - state media,Neutral
"Coronavirus: S'pore confirms first patient with both Covid-19 and dengue, all warded with her quarantined at Ng Teng Fong https://t.co/V2JMjGu7Ia",Neutral
Will Coronavirus throw the US into a recession?  The virus is creating great uncertainty and is disrupting supply chains in Asia.  Trump proposes 16% cut to CDC as number of Coronavirus deaths rise.  Don't be fooled by 45's lies.  #45sFakeEconomy  #wtp2020 @wtp__2020 #wtp218 https://t.co/OU5qy7o4cx,Neutral
We're in this mess because the government has systematically underfunded education – forcing unis to rely on international enrolments – and allowed casualisation and insecure work to become the norm in the neoliberal uni.   https://t.co/Of5njD3YCj,Neutral
The number of Coronavirus cases in Korea has jumped to 82,Neutral
"First coronavirus case in the Korean military. Said to be a navy soldier in his 20s, currently serving in Jeju. https://t.co/SjIuTv2eh2",Neutral
Thailand GP to go ahead despite coronavirus threat #MotoGP  https://t.co/2HIWHVdnVa,Neutral
Millions of people could be infected with the #Coronavirus if it turns into a global pandemic. What's fake? What's real? Tune in to @glennbeck’s live special now. #BigGovVirus https://t.co/gT2lcr56an,Neutral
Chinese officials 'round up and execute villagers' pets to stop the spread of coronavirus' https://t.co/FJNZkGspvy,Hate
i wonder what kim jong un is telling his people the coronavirus is,Neutral
"Please note that in 2015, an estimated 200 people died of natural causes - such as flu - on cruise ships. Any death is sad, but it seems to me that this whole virus scare has as much to do with social experimentation/control as anything else. Now, where did I put me tinfoil hat?",Neutral
13 #myths about #COVIDー19 busted by scientists! #Science classrooms will be an important part of the information network for kids who need facts. #sciencenotscaretactics Vivsters! We're relying on you!   . https://t.co/lq6ZrSWUON,Neutral
This week by popular request we discuss how the Coronavirus has impacted everyday life in Japan and ask whether you should be concerned if you plan to visit the country in the coming months. Definitely worth a listen if you're planning a trip in 2020. ► https://t.co/X35tuGPw0M https://t.co/TRId80BNtT,Neutral
This was what I was looking for most at PAX East next week.  Even I am not as mad as some of these dummos in the comments tho,Neutral
Remember when as a private citizen Donald Trump accused Obama of being lax because he evacuated some Americans from Africa during the Ebola crisis? https://t.co/4Dkjl8vWyg,Neutral
#regionetoscana #SARSCoV2 #coronavirus #COVID2019      When will the coronavirus outbreak peak? https://t.co/pfaWFxF1hT,Neutral
The Australian passengers rescued from a coronavirus-stricken cruise ship in Japan are right now arriving at their quarantine station in Darwin.  Those on board will be screened for symptoms of the virus five times: https://t.co/Tx9yBfomY2 #9News https://t.co/186KFYU43Y,Neutral
Why a coronavirus diagnosis is not a certain death sentence and more coronavirus myths debunked https://t.co/qgbbS4Nw24,Neutral
A Japanese professor who gained access to the Diamond Princess cruise ship says he was shocked by the lack of coronavirus infection control measures on board. https://t.co/cKxQT5T07v,Neutral
This is Iran... What will happen in Indonesia when the outbreak comes,Neutral
"""Viruses know no borders, no political affiliation... making the decision to use this crisis as an opportunity to appoint Xia Baolong, a notorious ideological hardliner to the HK and Macau Affairs Office, all the more perplexing."" @RepTedYoho @HongKongFP https://t.co/On63UDM4tW",Neutral
LATEST: 2 people who were on a quarantined cruise ship in Japan have died after contracting coronavirus. https://t.co/trjOuqKkA5,Neutral
This is our future dystopia ahead. #1984 #Orwellian,Neutral
"Because of the decline in business at Chinese restaurants because of Coronavirus-amplified racism, Mandy and I are gonna feast on a bunch of Chinese takeout today.",Counterhate
"Red Guards 2 - the Sequel, wear a mask ( even though they’re pretty useless) Or else! #coronavirus https://t.co/fXarFkfYct",Neutral
"Chinese consumers slam @Amazon for selling clothes and mugs featuring the slogan “#Coronavirus made in China,” which many have found offensive and are demanding an explanation from the US e-commerce platform. #amazon #COVID19  https://t.co/NRfbelcAy8 https://t.co/IInz0Vd9dx",Neutral
#Texas-based company claims to have completed #coronavirus vaccine. https://t.co/bnEDrXcyzz #COVID #CDC #WorldHealthOrganization,Neutral
"“We stand together looking for the dawn. Everything will be fine.” Chinese singer-actor #ZhangYixing’s single “It Will Be Fine” co-created with his fans was released on Thursday, cheering up people during the fight against the novel #coronavirus. #COVID19 @XingPark @XbackINA https://t.co/eh4V5suy9y",Neutral
Parents of Pakistani students stuck in China after the Coronavirus outbreak protest as govt advisors Zulfi Bokhari and Zafar Mirza run away from the presser. https://t.co/329ytvTUqK,Neutral
"ICYMI on @CBS7News: In March, as Chairman of @SenateCommerce’s Subcommitee on Aviation &amp; Space, I will hold a hearing to learn more about the global outbreak of the novel #coronavirus &amp; discuss what steps Congress can take to help contain the disease. https://t.co/QaJ3WCmjEr",Neutral
I’d like to share what it’s like on board the Diamond Princess cruise. Please use this page to exchange info. #DiamondPrincess #coronavirus https://t.co/wRLdy63suj,Neutral
More #coronavirus cases in Iran's Qom; religious gatherings under... https://t.co/FeYxTGPIBv #covid-19,Neutral
BBC News - Coronavirus : South Korean sect identified as hotbed https://t.co/vnnOsFnQdY,Neutral
BBC News - Coronavirus : South Korean sect identified as hotbed https://t.co/qfkRFSYYl8,Neutral
"Corona can fool the test kit – there were cases that they found, the CT scan shows both lungs are fully infected but the test came back negative four times,” the whistleblower said. “The fifth test came back positive.”..   https://t.co/NixYnWvCTQ",Neutral
The Chinese Communist Party's dishonesty caused the coronavirus outbreak to spiral out of control. Now it has chosen dishonesty yet again by kicking out foreign journalists over a fake provocation.,Hate
The beginning of #CoronaVirus.  https://t.co/5Ep15lLcom,Neutral
@Hilarx This is a great reminder. I hope that it doesn’t spread to my town of Spokane but we are getting 5 patients at our local hospital in Spokane that have the Coronavirus. Thankfully the hospital is equipped to handle them. https://t.co/vNySTw4IAN,Neutral
"WHO confirms over 2,000 coronavirus fatalities as two quarantined cruise ship passengers die https://t.co/Xf6k0h0Qqk",Neutral
Just take Piriton to reduce the itching,Neutral
Everybody thank Corona-chan for her hard work in reducing carbon emissions.,Neutral
if we change the human DNA #ThursdayMotivation #DNA #TheDestinyOfLife #SocialJusticeDay #human #DelhiRiots2020 #coronavirus #China #IndiaAgainstCAA   if we change the human DNA .. click hear to this link to know everything    https://t.co/4kIjKKbsd7 https://t.co/2NmYipKTW9,Neutral
"@JohnnyYoussef7 @malkaavram @EretzIsrael4Evr @AnastasiaKLynch @dlsmith0817 @BaronieSisters @dorrit_r @Mabigbelio @yKWYRKmdLaRQdZ8 @raiya_zak @g_bensinger @Rationalist06 @TheantiantiZio1 @M0sstr00per @Kidon_Sayanim @FULHAMFRENCHIE @JackamoRoad @Bluebeard67 @DSDloveyou @StoliMark @Claudia_Kealoha @Catheri74731631 @AnnieHailey8 @Anticonspiracy2 @Addamo4 @AngryScreed @Immort4l_Legacy @VeronicaTalbot9 @TikvaHerzl @MactavishKev @mr_shy10 @NSRoundtable @DohanyJulian @Sunboyonthesun @merohassan1964 @FOYS75 @PizzaGateLibya @hausen_robert @4hala @coaxialcreature @MiketheDog11 @Never_Again_UK_ @ClaudalieM @SterviaAdel @EthanSchaa @MoBakir444 @DJT4MoreYears @RealJamesWoods @KayaJones @AmyMek Israel May have had a breakthrough to combating the #coronavirus and we need to keep this away from all BDS supporters and anti israel nations, which means no UN,  https://t.co/02Cw0e0MIh",Neutral
went to asia during the coronavirus outbreak and now it’s likely to spread in the US? this shit is following me but I guess I’m never going back to america :),Neutral
Atleast China knows how to take care of their citizens and builds WHOLE NEW HOSPITALS for them. They’ll walk away healed from this virus but if America gets it we’re all fucked bc our health care system sucks,Counterhate
Only difference is that we don't have 60+ years of anti imperialism propaganda. Because it's the same thing the west loses its shit over China.,Neutral
This Coronavirus shit was on purpose. Above heard anything about the Chinese protests lately?,Hate
@Breaking911 Stupid just stupid  Haven't you heard 11 Chinese Nationals with Coronavirus were caught trying to cross the border illegally in the back of a truck. If the border is open HOW DO WE STOP THE VIRUS FROM SPREADING? WAKE UP AMERICA,Hate
Globalist Response to Coronavirus: Open America’s Borders to the World https://t.co/aPDNMVS00W via @BreitbartNews  GO FK YOURSELVES!...OPEN YOUR BORDERS SINCE YOU CARE SO MUCH AND TO THE AMERICAN GLOBALIST MOVE TO CHINA..,Non-Asian Aggression
Kenya is nothing but a cheap whore to china. A little money and we give it all to them. And we surely know they will iventually infected us 🤦‍♂️🤦‍♂️ #coronaviruskenya,Non-Asian Aggression
@RememberPaoli @Bryan700 @nypost ➽Democrats Join➽😠Communist China 😠PULLS THE RACE CARD😠⬅︎Blames ‘Xenophobia’ and ‘White Supremacist Racism’ for Coronavirus Fears 😠⬅︎https://t.co/TFtxEhgafT,Non-Asian Aggression
@SimbaTirima @BwanaMdogo1 We racist think our country has no capacity to deal with Coronavirus.. And we racist feel our people need to be protected.. And allowing Chinese from China in is a RISK,Neutral
We shouldnt even have china virus in the first place if du30 wasnt sucking china's dick which led to not preemptively implementing flight bans from the mainland,Non-Asian Aggression
"Damn, and I’m having Chinese food tomorrow so they’ll be getting my business! Suck on that, racist assholes! Y’all will never take me away from lo mein and sweet and sour chicken bitches!!",Counterhate
Don't panic China will send them a shit load of ducks!,Counterhate
Black people really out here being racist towards Asians because of the coronavirus like we wasnt ready to go to war back when people said petty shit to us about Ebola..,Neutral
@SenTomCotton Is this the fentanyl made in the Stage IV chemical labs in China that are out to get us? The same ones that released coronavirus? The same drug dealers who are spreading coronavirus in our Wheaties? Do you have a fucking brain?,Non-Asian Aggression
we all getting coronavirus all cause some niggas in china wanna eat fucking bat soup 😐,Hate
Nah fr he act like he don’t give af but banned African countries that aren’t a threat but have not banned Asian countries smh !,Neutral
"there was another hate crime in nyc as well, another one against asians. the coronavirus outbreak GIVES YOU NO RIGHT TO BE RACIST.",Neutral
"Why are you saying WHEN not IF we get Covid19 here? YOU CAN CLOSE THE BORDERS &amp; prevent this! You're stopping Chinese but what about Italians? Katrina, Grenfell and Fukishima all tell us INCOMPETENT politicians will kill us all ! @ScottMorrisonMP @AlboMP @2GB873 #AuspolSoCorrupt",Non-Asian Aggression
Remember when Democrats called Trump a racist for keeping Chinese people out of the country due to the China Virus? Now those Democrats say Trump isn't doing enough. Shame on the Democrats! @SenSchumer #CoronavirusOutbreak https://t.co/eQHq3xvale,Non-Asian Aggression
"@DailyCaller Communist Newsome just wants money for the State he has almost bankrupt. California is a broke, it’s streets are filled with homeless people, shit, needles &amp; crazy high taxes. Newsome is looking to get on the Coronavirus gravy train to get his broke state out of the hole he dug.",Non-Asian Aggression
@BBCBreaking Even today @ 50 countries infected with China Wuhan coronavirus exports &amp; people dying every day WHO STILL refuses to call for travel bans against major infected countries and call it a pandemic! Entire WHO leadership should be PROSECUED for criminal negligence against humanity.,Non-Asian Aggression
The coronavirus is one hundred percent made in a lab look into patient zero. They didn’t get it from eating fucking bat soup.  This isn’t a conspiracy theory.  You really think China is telling the truth? Fuck no!,Hate
"I'm CONFUSED. IF THE VIRUS IS TRANSMITTED HUMAN TO HUMAN BUT THERE ARE NO HUMANS ON THE STREETS BECAUSE OF THE 60M PPL QUARANTINE, THEN WHY ARE THEY SPRAYING THE STREETS?  Another video of chemical disinfection in the streets of Wuhan #coronavirus  https://t.co/aRlkNuNIhS 01 #FBR",Neutral
"So fucking stupid. This virus is ALL on China and their communist regime. Linking it, the market sell off, and the upcoming recession BECAUSE of the virus to Trump is just pathetic.",Hate
"Nicaragua: ""It is very important, because from our country it is more complex to travel to the countries of Asia or Europe, but the movement at the level of Latin America, with countries of South America is more fluid"" said Dr. Reyes https://t.co/JFwuVrKTn4 #sarscov2 #covid19",Neutral
@sillysamomo @_SJPeace_ China and the rest of the world are fighting faighting against the deadly #CoronaVirus while #Mumbai and Hindu are busy killing Innocent Muslims... what a tangle web we weave 😭😭,Non-Asian Aggression
"I hate stereotypes, poc AREN’T  criminals, white people aren’t ALL dirty, and people who are Asian or a part of the Asian culture do not have the fucking coronavirus... It’s 2020 and we still all have to have these discussions. You will never see me discriminate against someone.",Counterhate
"I was chatting with my partners mum, who is a midwife, completely perplexed as to where to put a prospective Coronavirus patient, with no quarantined section in the hospital. China built a hospital in 6 days. In conclusion, WHERE THE FUCK is Nick Knowles when you need him.",Counterhate
Yesterday my husband had to give a Chinese colleague’s talk because the colleague couldn’t travel due to the coronavirus outbreak. This shit is going to be disruptive.,Neutral
And my country is still allowing planes from China.Fvck this country.Doesn't care for his people.😢😢,Non-Asian Aggression
"Media: ""OMG #CORONAVIRUS IS GOING TO KILL US ALL!""  Two months after the disease broke out the total number of deaths outside China stands at 69 people.   Just for perspective, the common flu kills 156 people on a daily basis.   Enough with the manufactured hysteria. #COVIDー19",Neutral
coronavirus really said fuck you teah you’re not going to japan anymore no more fucking tokyo banana for you fucking chink,Hate
"Yes, it is SO outrageous that we don’t have 330 MILLION doses of vaccine that hasn’t been fully developed yet for a flu-like virus that appeared in another country just over a month ago... outrageous.   Fuck off Commie.",Non-Asian Aggression
"@Big_crusher1000 @Lynda63986855 @Shaun_Girk @DorisMele @BILLHALES88 @traveler002 @kit_bramat @spinson7746 @davidf4444 @MemeMercenary @fedagentmark @vicksiern @jan_aurora @ChrisPBaconLT @ScottRickhoff @Quin4Trump @TheWickerhead @Jamie32377541 @stand4honor @establishmentno @RosaWal90673631 @Rosemar06585176 @robcarlson20 @jjpalmer2015 @ISafeyet @scampbell123451 @RemiDSS @ALEXNEWMAN_JOU @WMRDC @libertytarian @ddwiese @PAMsLOvE @RealDeanCain @BrianHanes4 @kbr_kag @Lots_Of_Fun_69 @seecyn5858 @Brooke_Kelly87 @Duwayn55629746 @cmccbyfaith @MacShiver @WagonKnoggin @PatriotBrwnEyes @mamoobonnie @bmickeydanger @kay89266490 @usvetram @redwins3_first @gatewaypundit @PageSix To all Commie Democraps:  STFU!  Our POTUS is handling Coronavirus just fine.  Now, thank God none of you nor Ovomit is in charge!  With your De-population agenda, you would be USELESS!",Non-Asian Aggression
POPS GOT THAT CHINK FLU,Hate
"You dumb ass commies have made yourselves look like total idiots by blaming everything and nothing on President Trump. have you ever heard of "" the boy who cried wolf"".",Non-Asian Aggression
The race to bioweapons is on.. after the coronavirus it will be war against the beast. All jokes aside nobody is even watching what they’re doing in China rn. Treating humans like dogs. Soon they will even be killing people and burning them. 10+ mil people will die,Hate
@Sherko7928 @commiecunt True  hope yawl get #covid19  mutate on satanic dick inside baby   Pigs of Hell do this  then kill,Neutral
"Wow, great seeing Senator Kennedy of Louisiana going at the trump head of Homeland security because he can't answer basic questions about the Coronavirus outbreak. Could this finally be a chink in the trump armor? I hope no one has to die to wake these Repugs up.",Neutral
Now i see how the Koreans with Chinese last names came to live in the peninsula.  The Chinks were running away from the problems in mainland China to Korean peninsula since 2 thousand years.,Non-Asian Aggression
Thats fucked up but watch Commie Bernie defend them,Non-Asian Aggression
"https://t.co/UyJzw6FbXW  Whoops, seems #CoronaVirus may actually be a israeli bioweapon. Three week window indicates either sloppy shit or that they developed it and have been working on a vax for awhile now....",Non-Asian Aggression
You people are fear-mongering pieces of shit. As if your commie global warming 'We'Re aLL GoNnA DiE iN 12 YeArS' wasn't enough.  Shame on you monsters. All of you.,Non-Asian Aggression
"@XennialInformer @realDonaldTrump The #Bernie #Clinton #progressive #leftists #socialists #democrats in #America want a open #border. If anything, their demand for no border #wall could lead to many #infected crossing over #anonymously into America! :lol #coronavirus #covivd19 #covid_19 #wuhanvirus",Neutral
"Don't forget his plan to ship your commie ass to Hong Kong.  Oops, sorry Prez.",Non-Asian Aggression
"@cullenenn I texted over the weekend Bernie needs two things to win in Nov.  Turnout and chinks in the economy.  He has #2.  No doubt we are headed for a global recession.  Coronavirus is a mini 9/11 reaction wise.  Fear, fear, fear leads to change.",Neutral
The race to bioweapons is on.. after the coronavirus it will be war against the beast. All jokes aside nobody is even watching what they’re doing in China rn. Treating humans like dogs. Soon they will even be killing people and burning them. 10+ people will die,Hate
@tedlieu Let’s be honest “Ted”. (More like Ching Chong Ping Pong amirite?). If you weren’t Asian you’d be out on the streets discriminating and kicking their asses like the rest of us! #coronavirususa  #coronavirus,Hate
😡The #CommieCrats-Pure Evil! 👉They Want 2 Destroy Law Enforcement  👉Destroy Our Justice System  👉Destroy Our Borders  👉Wipe Out Our History  👉Kill Babies 4 Profit  👉Break Down Society  👉Split Us By Race To Conquer Our Freedom  📢 #Register Vote Republican  🇺🇸 #SaveUSA,Non-Asian Aggression
Wow how many commies do we have on America. Stop bitchen and get your ass to work. Maybe you won’t need to steal everyone else’s property.,Non-Asian Aggression
"Seriously, FUCK CHINA as it is now.  A nation ruled by bunch of  lying degenerates. Long live freedom!  #China #FuckChina #Czech #COVID19 #CoronavirusOutbreak",Hate
People didn't use sexual protection and shared needles... TOTALLY Pence's fault. Stupid fucking commies. 🙄 #ThingsThatArentTheGovtsResponsiblity,Non-Asian Aggression
@BernieSanders I’m a Latina and I take offense to you pandering free marijuana you’ve just profiled  black and Mexican community like saying if I promise free pot and food stamps I’ll get the votes of dumb whacked out blacks / Latinos 😡 keep your welfare I work for mine commie,Neutral
@DrTedros @WHO Shut the fuck up plz! #WHO #ChinaCoronaVirus #WuhanVirus #China_is_terrorist #COVID19 https://t.co/K5vS5cqOLX,Hate
These sick F*ck commie Democrats will only love for this shit to get out of control just to hurt POTUS politically since they have NO MESSAGE to run on and got MEDIOCRE candidates running,Non-Asian Aggression
@SenSchumer @SenateDems @SenateGOP Ok Democrats enough is enough everyone is not political correct I’ve had enough lies not afraid to speak up I don’t want Spicks and Chinks here President Trump is doing a hell of a good job leave him alone we are not stupid enough to fall for this The Coronavirus,Hate
"@emerysmith33 @ConsciousExpos @YourMotherGaia @JChurchRadio Good to see you still kicking ass Emery! I’d love to hear your 2cents on coronavirus, if you think it’s real, the bioweapons theory, your experiences with similar things in the past, and best advice to stay safe. Thank you and I’m so glad to follow you!🤝🎩",Neutral
You are right. But it still completely pisses me off. Plus the market. I lost my ass 3 days in a row. I am so stupid. I am pissed. #FUBS #BERNIEISACOMMIE,Neutral
Dear #CoronaVirus please come to India   We feel proud to killed by u rather than killed by Mentally Sick Rioters!   #DelhiRiots2020 #Delhigenocide #CoronaVirusUpdates #CoronavirusOutbreak #coronavirusus #ChinaVirus   @BhavikaKapoor5 @anuragkashyap72 @anuragkashyap72 @ReallySwara,Neutral
"HEY, COMMIE BATSHIT‼️ MIKE PENCE HAS MORE BRAINS IN HIS LITTLE FINGER THAN YOU HAVE IN YOUR AIR HEAD‼️😝👎 BLOW IT OUT YOUR ASS‼️😝👎AND SHUT THE FUCK UP‼️😝👎🖕",Non-Asian Aggression
Fuck you ya commies,Non-Asian Aggression
"IF THIS GOES ANY FURTHER, WITH CORONA VIRUS; THIS BAD! I'D EXPELL EVERY DANG CHINAMAN, EVERY CHINESE BUSINESS OUT OF OUR COUNTRY! WHAT A BUNCH OF BULL-SHIT! GOVT TOO DAMN SLOW!",Hate
This is how Communists work. He is being assisted by the best of the shit commie pack...💩,Non-Asian Aggression
"WHEN I WAS TOLD THERE WOULD BE BIOWEAPONS, I WAS HOPING FOR FUCKING ZOMBIES AND MUTANTS NOT GOD DAMN FLU BASED HEART ATTACKS!",Neutral
Hope the coronavirus gets this chinky Cunt 🤬🤬🤬 @BorisJohnson  deport him NOW!!! https://t.co/RxfGffuGyc,Non-Asian Aggression
5 viruses more dangerous than the new coronavirus https://t.co/TTavczPHUJ  #COVIDー19 #coronavirususa #CoronaVirus #CoronaVirusUpdates #MakeAmericaSmartAgain #coronavirus #CoronavirusOutbreak #coronavirues  #COVID2019 #WuhanLockDown #WuhanCoronovirus #WuFlu #WuhanPneumonia https://t.co/97Mpa6S8jv,Neutral
"@aksh393 @siddiqbashar @danielslim @BBCWorld The ""heaven"" is already reporting a pandemic of coronavirus, God is preparing a meeting in the UN, to complaining the number of jihadists asking for virgins and victims of deadly bioweapons are ruining the lines of register in paradise.",Neutral
The virus is a mathematician! It can kill 2.1% people accurately. ▪️ #ChinaLies #CCP #Chinazi #BoycottChina #WuhanCoronavirusOutbreak #AnywherebutChina.▪️,Hate
"Clorox Healthcare Multi-Surface Quat Alcohol Cleaner Disinfectant Wipes, 100 Count Canister https://t.co/CqJLu8zZd9 #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #CoronavirusUSA #pandemic #COVIDー19",Neutral
This is what China has done to the world. Now everyone is living under fear and emergency has been declared in so many places. All the credit goes to china  #Boycottchina #ShameChina @BoycottHegemony @BOYCOTTCHINA8,Non-Asian Aggression
#SouthKorea went from 5 cases to 1600 in 6 days. #Italy is right behind them. #Coronavirus #CoronavirusOutbreak #SARSCoV2 #Covid19 #Bioweapon #coronavirusUSA #coronavirusJapan #Coronavirustruth #coronavirusChina #coronavirusSouthKorea #coronavirusIran #coronavirusItaly,Neutral
#China's #Coronavirus cases surge to 400 in #Italy https://t.co/X5s5pCeQaF #FreeTibet #FreeHK #CCP #COVID19 #XiVirus #ChinaVirus #CoronaRevolution #FreePress #KarmaVirus,Neutral
Just #SSayNo2Ducks... They're infected. Bioweapons. https://t.co/WUHyJGcFPs,Neutral
"@realDonaldTrump @CNN @CDCgov Both Trump and the Chinese government thinks Coronavirus is not that bad. Yup, we see how that turns out in China. It’s more threatening then the commies Trump supporters are scared shitless about. But yet, Trump going to take the backseat and divert funds from CDC to the wall?!?",Neutral
"Did you know many civilizations existed before us?  Fact is-""History Repeats Itself"" And it looks like humanity is at the verge of self destruction. Love &amp; Light earthlings. #Govtbioweapons  #coronaviruskenya  #JKIA",Neutral
This gives everyone great confidence ↘️   Clamping down on information sounds like a 3rd world commie regime.,Neutral
"People actually think the coronavirus is a bioweapon. Considering it's fatality rate and how people generally recover from it in a matter of weeks, yeah. Suuuuch a good bioweapon, so effective and not just a rubbish scaremonger theory. Feck off.",Neutral
What if we just called it #chinavirus instead of #coronavirus,Neutral
"@AOC Between coronavirus and socialism//Communism/Marxism, the death toll tilts to the side of the commies.  Yet that’s what you prefer.  I’d rather  drink from the glass of the virus sufferer than put you in real power.",Neutral
"Yesterday it was 2800, today 2747 deaths in #ChinaCoronaVirus, can't trust more. #CoronavirusOutbreak #ChinaVirus #coronavirus #coronaviruschina #coronavirusaustralia #Coronaviruspakistan #coronavirusWHO #coronavirusindia #coronavirussingapore #PakistanRetaliationDay https://t.co/Hjx81ofNhP",Neutral
"Time to blame America and get their people willing to destroy the US. When, most likely, it was/is a Chinese #CCP #Falseflag.   #EMPReady ?  #coronavirus  #COVID19  #BioWeapon",Neutral
@NSF @UCBerkeley Still pushing the Bat Soup BS?  #Coronavirus #Bioweapon #CaptainTrips #TheStand,Neutral
Coronavirus Live Updates: New Cases Light Up the Map as Nations Brace for Outbreaks https://t.co/0EBM841l9c #coronavirus #2019nCoV #virus #chinavirus #wuhan #sos #COVID19,Neutral
"@XHNews The part that states owned media like #xinhua, claiming #coronavirus is a bioweapon sent to China by the US!",Neutral
@ScottMcCann1 Be careful what you wish for boomer in nyc. You could be next and match the demographic targeted by bioweapon coronavirus. Its not just innmates who would be poisoned.,Neutral
🔥Check out this news! #coronavirus #COVID_19 #COVID19 #COVIDー19 #Wuhan #coronaviruschina #WuhanCoronavirus #ChinaVirus &gt;share and RT! https://t.co/i4QE0GA26u,Neutral
Just read a fb argument between ppl arguing that coronavirus is a scam made by Bernie because he’s a socialist and trying to scare everyone with a “commie virus” into health care for all. 🤦‍♀️🤦‍♀️🤦‍♀️ I think I literally just lost brain cells.,Neutral
OPERATION CORONAVIRUS PANDEMIC: Why the bioweapon was launched (Video) https://t.co/k1vX7UwSN9,Neutral
"@WHO @DrTedros The #UnitedNations has legitimacy crisis, now @DrTedros dealing with #China's #COVIDー19 make more worsen.  https://t.co/j81VGXrh9y #FreeTibet #FreeHK #CCP #COVID19 #XiVirus #ChinaVirus #CoronaRevolution #FreePress #KarmaVirus https://t.co/VZaXCaMj3s",Neutral
#Chinese #Coronavirus: International cases climb with at least 39 countries and regions affected  https://t.co/PrAK1H4ZrQ #china #chinesefood #Chinatown #ChinaVirus #coronavirusupdate #tsa,Neutral
As Jerry Seinfeld’s father said:Pinko Commie Rag  Opinion | Let’s Call It Trumpvirus - The New York Times https://t.co/kRz69DIkST,Neutral
